	x	y	mass	frame	particle
76	1233.6943515748724	472.29438676755234	2337.3347430455697	76	0.0
77	1234.2268813178584	472.89910146012727	2380.2789734416206	77	0.0
78	1234.5153633854645	473.514995400184	2448.9457469402787	78	0.0
79	1234.4937112488929	474.0166519043401	2617.826961795655	79	0.0
80	1234.1745027124773	474.7296564195298	2433.1506461823137	80	0.0
81	1234.670480549199	475.4476324590741	2560.3238058863813	81	0.0
82	1234.7577445179254	475.75200139227286	2663.3675807958416	82	0.0
83	1234.6865193183735	475.8287497891007	2654.705808595261	83	0.0
84	1235.0813354643935	476.2891138341325	2336.7269782353915	84	0.0
85	1235.3252543940796	476.81295097132283	2358.7317364533183	85	0.0
86	1235.8795706749136	477.81990176459885	2337.3528697034953	86	0.0
87	1235.9487039065352	478.600584154801	2381.174478686894	87	0.0
88	1236.5489179037738	479.1373636201037	2430.4477444576773	88	0.0
89	1236.5405865657522	479.7848628192999	2440.990541027772	89	0.0
90	1236.5193922431029	480.6435425829668	2243.1844131714283	90	0.0
91	1236.8445714285715	480.6864761904762	2337.0086012652537	91	0.0
92	1237.1801490638065	481.8556626067988	2327.5335539281787	92	0.0
93	1237.029473317056	481.9468085106383	2505.548819084996	93	0.0
94	1237.5516403402187	482.92431869467106	2612.5210829914936	94	0.0
95	1238.3893117665716	483.88947034570253	2963.411288887586	95	0.0
96	1238.4296799224055	484.2132234076948	2924.1066291577145	96	0.0
97	1238.8431303737498	486.0143884892086	2684.15376800457	97	0.0
98	1238.7368067226892	486.83966386554624	2784.882000794164	98	0.0
99	1238.416157277383	487.56038328101766	2800.943491854371	99	0.0
100	1238.3092608326253	488.56329651656756	2743.9954902525774	100	0.0
101	1238.425422605237	489.51276102088167	2911.258908809962	101	0.0
102	1238.7487520798668	490.0544546967176	2868.9798023039248	102	0.0
103	1238.587253414264	491.195751138088	2662.7593446914766	103	0.0
104	1238.3860715526225	492.19781174018755	2635.0353517623357	104	0.0
105	1238.083072389022	493.1497513354209	2272.2777371122156	105	0.0
106	1237.880225372592	493.9303889494729	2369.2475555898895	106	0.0
107	1237.4674981103553	494.734126984127	2318.608641407828	107	0.0
108	1238.259905429643	495.8635251915865	2666.1795339498653	108	0.0
109	1238.3293392070484	496.67295154185024	2548.997210678001	109	0.0
110	1238.535156967138	497.2841931338351	2627.2757360343094	110	0.0
111	1238.510251798561	497.3751798561151	2590.0204245529108	111	0.0
112	1238.1130587204207	498.0748466257669	2541.166460798043	112	0.0
113	1238.4391180891932	499.0785034240855	2757.822845634622	113	0.0
114	1238.940139136062	500.67027988998547	2863.622136442629	114	0.0
115	1238.847737297827	501.89037738931546	2948.3726890998423	115	0.0
116	1238.314478114478	502.63653198653196	2758.5490284994557	116	0.0
117	1237.9136863823935	503.7016850068776	2676.3794066500195	117	0.0
118	1237.9523334994187	504.81315396113604	2635.0538520131213	118	0.0
119	1237.8591908251035	505.77715833067856	2710.891437922853	119	0.0
120	1237.4460054163847	506.9373730534868	2746.8248847832906	120	0.0
121	1237.437403665011	506.93372152765886	2637.8971690691237	121	0.0
122	1237.819095477387	507.11479271356785	2796.7793918069096	122	0.0
123	1238.40531346185	507.48857929693827	2810.5709822383583	123	0.0
124	1238.4158767772512	507.83496953283685	2813.645639806271	124	0.0
125	1238.5841666666668	508.182	2785.577361192181	125	0.0
126	1238.8622069754144	509.1353154183343	2457.925525229493	126	0.0
127	1239.1063372717508	510.8515932688865	2539.777652464946	127	0.0
128	1239.4197914761296	511.6189866471557	2529.7927865942756	128	0.0
129	1239.3334025326967	512.7010587502594	2188.9998459911076	129	0.0
130	1239.7697402823776	514.0214397768868	2572.8970105760945	130	0.0
131	1240.389224848818	515.549752611325	2440.7511836397307	131	0.0
132	1240.1006312662457	516.3297437801708	2514.0439433112197	132	0.0
133	1240.4413439635534	517.0104403948368	2639.345569407898	133	0.0
134	1240.9622017070196	517.7733844278	2522.322852829933	134	0.0
135	1241.3990602158024	518.1749042812392	2422.9870784400646	135	0.0
136	1241.2138853733502	518.5508949557042	2415.1582648884746	136	0.0
137	1240.5783664459161	519.2345474613686	2496.060783728289	137	0.0
138	1240.4123346376002	520.1356437488355	2298.3640605812825	138	0.0
139	1240.3052536231885	520.8396739130435	2449.2311324073567	139	0.0
140	1240.1115953012504	521.8162182644942	2523.5740139274967	140	0.0
141	1239.369648318043	522.5636467889908	2568.3490734979005	141	0.0
142	1239.4289778114926	522.9129527783045	2662.432317134424	142	0.0
143	1239.4194218779521	523.6682410731154	2536.665638296198	143	0.0
144	1239.4806086472445	523.9322694377436	2477.306465917682	144	0.0
145	1239.1408008857723	524.3035615427201	2608.7452435255864	145	0.0
146	1240.051561633709	525.2842358159305	2321.1691698520535	146	0.0
147	1240.0363506771205	526.4889522451889	2369.6762709681384	147	0.0
148	1240.3005491762356	527.1793975703112	2597.4112739109023	148	0.0
149	1240.589468388395	527.8296159651183	2596.9201762385756	149	0.0
150	1240.9239777689559	529.234418420008	2208.7699547618945	150	0.0
151	1241.246003197442	530.2158273381295	2379.2452671790566	151	0.0
152	1241.1455125797972	531.5749155088247	2296.555934020374	152	0.0
153	1241.0271582733812	532.0444244604316	2675.603047590425	153	0.0
154	1241.1096016155682	532.8914999082064	2660.4078616360043	154	0.0
155	1241.112104283054	533.8983240223464	2487.6568292610277	155	0.0
156	1241.3272120200334	534.9291411611946	2496.5963898268255	156	0.0
157	1241.3242275810098	535.5836473247928	2483.05322989104	157	0.0
158	1241.472326176876	536.8101240890289	2606.1461766529715	158	0.0
159	1240.714176683839	537.8347643579469	2446.326660672724	159	0.0
160	1241.2441790142122	539.5331115814938	2993.647095895655	160	0.0
161	1241.172502823947	540.2188155559141	2845.3186558459643	161	0.0
162	1241.9734380220514	540.2758102238556	2915.6600896987015	162	0.0
163	1242.3608611258162	542.1761072878066	2419.7664161594457	163	0.0
164	1242.3339850114044	543.1119257086999	2833.4173165364236	164	0.0
165	1242.4075375903144	543.9152509275532	2536.2918704497683	165	0.0
166	1242.2045454545455	544.981658692185	2401.410182527666	166	0.0
167	1242.0960542048624	545.9740932642487	2278.7172851334035	167	0.0
168	1241.9257590597454	546.7786483839374	2304.7725844015877	168	0.0
169	1242.4971213023625	547.3406789755807	2383.6686669961655	169	0.0
170	1242.5427027027026	547.776936936937	2712.1811758653384	170	0.0
171	1242.5714788732394	547.9660211267606	2666.2693453365137	171	0.0
172	1242.5941771702467	548.9435469554412	2694.4652610458293	172	0.0
173	1242.5959560127706	549.761085491309	2677.9237718217864	173	0.0
174	1242.3683192686358	550.7779535864979	2659.332878955045	174	0.0
175	1242.552773775216	551.6738112391931	2612.4519457027964	175	0.0
176	1242.5266910420476	552.1230347349177	2643.545039140114	176	0.0
177	1242.33865184654	552.7667622803872	2692.069182953061	177	0.0
178	1242.3286022278116	553.4266978081207	2572.935984525078	178	0.0
179	1242.3415505537691	554.0250089317614	2617.893001776165	179	0.0
180	1242.2975921745674	554.7563957863055	2304.3749436226667	180	0.0
181	1242.182550084254	554.931473506834	2611.363248542029	181	0.0
182	1241.5789792213031	555.5360096832761	2390.6974223962834	182	0.0
183	1241.7546313112969	555.6890664729386	2723.0491719483084	183	0.0
184	1242.347795414462	557.0045855379188	2661.260195837865	184	0.0
185	1242.4538100630966	558.3101439896457	2857.0848538168834	185	0.0
186	1242.1833820188251	558.6639078221357	2795.2940624906746	186	0.0
187	1242.1350936967633	559.8412265758092	2827.2591495760466	187	0.0
188	1241.7639285714286	559.9680357142857	2744.1907212039946	188	0.0
189	1242.1227096057746	561.0988339811216	2650.161114857944	189	0.0
190	1242.4517182130585	561.9460481099657	2771.7263165247987	190	0.0
191	1242.7708298407376	562.2258172673932	2861.130191935799	191	0.0
192	1243.2606845185317	563.0053200922149	2709.3929466836953	192	0.0
193	1243.7527118644068	563.4188135593221	2899.1727468153813	193	0.0
194	1243.5329640879042	564.7403966410577	2730.019795993636	194	0.0
195	1244.1389690721649	564.9521649484536	2304.1748758929457	195	0.0
196	1243.9433139534883	565.8510981912144	2778.1122372795653	196	0.0
197	1244.4477146814404	566.7621191135734	2586.81624390519	197	0.0
198	1245.0079515989628	567.3097666378566	2726.4386772509993	198	0.0
199	1244.8747747747748	568.2068468468468	2658.6766636634147	199	0.0
200	1245.3321073924237	569.1215520411916	2550.7418970840445	200	0.0
201	1245.3062051187626	569.3688086908488	2325.48336631719	201	0.0
202	1245.7145575642246	570.0530922930542	2405.7854252406896	202	0.0
203	1246.1031845145176	570.6807680299719	2759.9517242459256	203	0.0
204	1245.7388289676426	571.667565485362	2424.1758331542487	204	0.0
205	1246.1514365152918	572.1762743280816	2376.0714123304538	205	0.0
206	1246.5126648524179	572.8767008582793	2180.040231923467	206	0.0
207	1246.3752421959095	573.4822389666308	2222.0500572992655	207	0.0
208	1247.2964552238807	574.5091417910447	2381.1442853787835	208	0.0
209	1247.8036538461538	575.1557692307692	2544.5645924310293	209	0.0
210	1248.182332726905	575.9140893470791	2182.0110505725665	210	0.0
211	1248.2554104477613	577.425	2555.6161213208225	211	0.0
212	1247.942652329749	578.368986983588	2379.818256029171	212	0.0
213	1247.7490480507706	579.5338168631006	2707.7049188870287	213	0.0
214	1246.8140185282293	580.5395909805978	2490.5944146567363	214	0.0
215	1247.1330360460795	581.3381642512077	2648.711884920863	215	0.0
216	1246.9891603894912	581.7435237920265	2475.1084234003124	216	0.0
217	1247.3238405207485	582.4043938161107	2325.5327040056263	217	0.0
218	1247.348579213702	583.0280264694434	2298.9541257945116	218	0.0
219	1247.8762333391032	583.1862558421326	2443.588624881958	219	0.0
220	1247.8335941575378	583.5213006433663	2537.430292708796	220	0.0
221	1247.6787857394988	584.372749735263	2490.293433389042	221	0.0
222	1247.384893324157	584.442876806607	2544.5781642122447	222	0.0
223	1247.316932473702	584.416864608076	2513.790191689894	223	0.0
224	1247.414109926169	583.3625922887613	2691.6125885881847	224	0.0
225	1247.1120959332638	582.1089676746611	2553.951407497278	225	0.0
226	1247.2812281926028	580.9621423586881	2671.0420781056196	226	0.0
227	1246.979516453996	579.9827065144392	2724.9959872286963	227	0.0
228	1246.9444346133428	578.983542735799	2548.7862912970413	228	0.0
229	1247.4351130533917	577.4603838115144	2399.006549741573	229	0.0
230	1248.2626385041551	576.1838642659279	2323.112906366731	230	0.0
231	1247.8489913544668	574.590585975024	2237.07331899568	231	0.0
232	1247.8845088429575	573.0123588323034	2124.438123606698	232	0.0
233	1248.0782833300218	571.8859527121001	2198.993612206709	233	0.0
234	1248.5978723404255	570.7955673758865	2594.4954081329465	234	0.0
235	1249.4183164055776	569.6526080220348	2599.773386493121	235	0.0
236	1250.2412319743635	568.3555278618479	2543.541583334505	236	0.0
237	1250.4117026884555	566.8067123528378	2466.5229647810065	237	0.0
238	1250.201162585873	565.0265985555751	2578.396827171612	238	0.0
239	1250.821497491316	564.1208027788499	2530.602773593323	239	0.0
240	1250.450686378036	562.7161562829989	2149.1111895404683	240	0.0
241	1250.8157746478873	561.4805633802816	2373.889350533498	241	0.0
242	1250.7986028284206	560.1490884307377	2526.9710424429113	242	0.0
243	1251.0588664115182	558.8029888828139	2549.385907327384	243	0.0
244	1251.059937488509	556.5352086780658	2580.473584608681	244	0.0
245	1251.2958686631787	555.331228576583	2612.720019850411	245	0.0
246	1251.0549409338084	554.0661916369774	2419.376021109147	246	0.0
247	1250.897135651234	552.522608539002	2490.2926933990366	247	0.0
248	1250.9083839150228	551.0001896813353	2535.199147995191	248	0.0
249	1251.1022026431717	549.6923348017621	2577.651079373591	249	0.0
250	1251.4151224354732	548.593481138319	2641.515112147504	250	0.0
251	1251.4714893617022	547.1542127659575	2815.3138579394695	251	0.0
252	1251.5151825315593	545.9636642784033	2738.6300331115654	252	0.0
253	1251.5765278528934	545.2386875788715	2643.6439342690155	253	0.0
254	1251.4934622962564	543.3184667741358	2757.4709581393545	254	0.0
255	1251.994050654428	542.0951895291518	2662.695590670716	255	0.0
256	1252.033598265896	540.7221820809249	2515.8923520299377	256	0.0
257	1251.738571690839	539.7473838810354	2414.8583643475504	257	0.0
258	1251.5682557916905	538.0170400153169	2442.0837314076207	258	0.0
259	1251.4667624865253	536.9150197628459	2572.5008947257857	259	0.0
260	1251.7816050495942	535.1913435527503	2478.2855065749345	260	0.0
261	1252.086693548387	533.3958333333334	2528.068567711262	261	0.0
262	1252.6925179364537	531.7024256918346	2847.8768901741882	262	0.0
263	1252.4576151952162	529.8236018290538	2687.7789432890067	263	0.0
264	1253.1142857142856	528.7001785714285	2423.172060130134	264	0.0
265	1253.435	527.07375	2478.375111733051	265	0.0
266	1253.4288334556127	525.501100513573	2428.7756489433373	266	0.0
267	1253.2401266766021	523.9657228017884	2466.7400923560567	267	0.0
268	1253.1373795761078	522.9146435452794	2387.6535339355005	268	0.0
269	1253.211193042163	521.7736812251843	2416.818508305231	269	0.0
270	1252.886246122027	521.1044467425025	2541.4130807801425	270	0.0
271	1252.5840099937539	519.9066208619613	2575.102055105272	271	0.0
272	1252.8426644182125	517.9876897133221	2660.6659813979077	272	0.0
273	1253.1717650907901	516.346311140193	2654.738497812811	273	0.0
274	1253.7915746560218	514.9689145574996	2524.195506539283	274	0.0
275	1254.146125745049	514.0819073255143	2275.5439001565824	275	0.0
276	1254.3463035019456	512.7608772550407	2340.3948548191415	276	0.0
277	1254.4028732042473	511.0749531542786	2673.2321620200337	277	0.0
278	1254.2161024086238	509.52467576216947	2437.4981762255356	278	0.0
279	1254.7719823510872	508.0208005042546	2815.0653629060794	279	0.0
280	1254.4447975911676	506.61860153897624	2602.457572243618	280	0.0
281	1254.8827160493827	505.8571905238572	2546.1981914756634	281	0.0
282	1255.5816766070245	504.66070245195493	2597.617804161028	282	0.0
283	1256.1287844554902	502.7534267208917	2963.212376252761	283	0.0
284	1255.7201571471744	501.1409791477788	2830.6249504292537	284	0.0
285	1255.5944620253165	499.6346518987342	2592.901937747503	285	0.0
286	1256.0407635069557	498.3062115820123	2532.1773061755107	286	0.0
287	1256.3542782919305	496.7244682578341	2676.2625742015725	287	0.0
288	1256.0892095769104	495.0664152181043	2598.8694747088116	288	0.0
289	1255.6911764705883	492.99784791965567	2346.903789126244	289	0.0
290	1256.0848839269893	491.27999291157187	2464.314064970233	290	0.0
291	1255.8772047707039	489.7576012094742	2508.411797776592	291	0.0
292	1255.532088681447	488.4425737622937	2614.716704805194	292	0.0
293	1254.8281952472703	487.22655748233785	2424.6278503081885	293	0.0
294	1254.8958504182385	486.3436116122683	2501.71505664212	294	0.0
295	1254.7347853939782	484.9356181934657	2441.377160502098	295	0.0
296	1254.964383561644	484.12252663622525	2620.6713626517994	296	0.0
297	1255.1776273372018	483.3807221147647	2586.6088001737385	297	0.0
298	1255.2660746587733	482.42016115770434	2493.287414075757	298	0.0
299	1255.180625630676	481.3831146989573	2372.092999333339	299	0.0
300	1255.280319148936	479.86183510638296	2697.1541342775063	300	0.0
301	1254.325378958427	477.84976737205466	2578.952459633369	301	0.0
302	1254.1435192106444	475.81731200478396	2485.3768917295083	302	0.0
303	1254.2943984723106	474.52180140038195	2518.4918512868326	303	0.0
304	1254.5292002301496	473.591915995397	2824.855812386995	304	0.0
305	1254.9963893485783	471.99097337144576	2786.369397773726	305	0.0
306	1255.3561870395429	470.48233348368666	2743.244188715531	306	0.0
307	1255.5494319926313	469.3031931225054	2754.124606436487	307	0.0
308	1255.3566833452467	468.0107219442459	2872.295441056535	308	0.0
309	1255.3856553294436	466.8424647787107	2782.0987274252598	309	0.0
310	1255.2885777450258	465.90862196020635	2807.800550160641	310	0.0
311	1255.4527037319117	464.81919268849964	2734.654742585884	311	0.0
312	1255.5697988592015	463.87000900630443	2677.4433241964616	312	0.0
313	1255.8543146440986	462.8757745201753	2520.8948144788314	313	0.0
314	1255.5855855855855	461.47733447733447	2746.9389998227307	314	0.0
315	1255.4702351175588	460.39036184759044	2223.5690132462255	315	0.0
316	1255.8988263259546	459.7263408111722	2609.7402323507486	316	0.0
317	1255.7173252279636	458.23115501519754	2614.0915939597908	317	0.0
318	1255.921948268038	457.35350173952503	2510.673201401418	318	0.0
319	1255.7134661354582	456.3117131474104	2439.439859424557	319	0.0
320	1256.1638378454202	455.1110955253191	2602.9900853400754	320	0.0
321	1255.950345781466	453.9123098201936	2534.5624082637487	321	0.0
322	1256.211871281774	452.7674418604651	2657.7955782837985	322	0.0
323	1256.2402684563758	451.89574944071586	2679.280376309068	323	0.0
324	1255.7251781112627	450.34182204032135	2649.764035190354	324	0.0
325	1256.4930326102572	449.08360867691425	2772.8448281378824	325	0.0
326	1256.4752592592592	447.13007407407406	2613.8710675048087	326	0.0
327	1256.4356866537717	444.791586073501	2436.241761695952	327	0.0
328	1257.0975529100529	443.8311838624339	2418.4247133797185	328	0.0
329	1256.8580955334987	442.56885856079407	2647.5667265133866	329	0.0
330	1256.8655913978494	441.6780005812264	2788.211161065423	330	0.0
331	1256.2856335640627	440.03291425342564	2877.958013985069	331	0.0
332	1256.372287894658	438.9576537483166	2815.604516352164	332	0.0
333	1255.9548658172946	438.4212523719165	2791.9282420484187	333	0.0
334	1255.9737144498708	436.72996265440963	2805.740765678566	334	0.0
335	1256.1918052256533	436.08001781472683	2784.4341736724045	335	0.0
336	1256.4980198019803	434.50412541254127	2638.073073152784	336	0.0
337	1256.0544772467786	433.36568259664	2510.7354321041885	337	0.0
338	1256.073674885575	432.554407205079	2659.2882548638636	338	0.0
339	1255.2922294843863	430.9501815541031	2482.9345192032965	339	0.0
340	1255.1767337807605	428.841962288271	2285.911106031967	340	0.0
341	1255.2637716740833	427.26806812950747	2323.786536652544	341	0.0
342	1255.8183514774494	425.554898911353	2349.1413511725837	342	0.0
343	1255.556606699752	423.94447890818856	2378.3259991217024	343	0.0
344	1254.85880105789	421.3417572729944	2576.706555149686	344	0.0
345	1254.8981331765397	420.431280317507	2439.9513719213724	345	0.0
346	1254.796573875803	419.3647904557969	2388.2008423119228	346	0.0
347	1254.376488095238	419.09986772486775	2545.1804095854463	347	0.0
348	1253.587668273226	419.8564068472661	2461.9122151734405	348	0.0
349	1253.392892260149	420.0404551201011	2967.2106742916326	349	0.0
350	1253.3280898876405	421.1304775280899	2823.4819404284844	350	0.0
351	1253.171192947533	421.8701834210152	2760.2396068710727	351	0.0
352	1253.240589198036	422.8046421663443	2623.5455429299914	352	0.0
353	1253.356815578465	423.4458762886598	2768.939186572834	353	0.0
354	1253.410028653295	424.1733524355301	2680.9058815035946	354	0.0
355	1253.3427474636687	424.82122292295037	2686.349509429812	355	0.0
356	1253.2307692307693	425.21520675855936	2697.583659624315	356	0.0
357	1253.4490441282162	425.0543337645537	2764.5251619263922	357	0.0
358	1253.9207586004115	425.9334019406057	2762.14888665959	358	0.0
359	1254.1014328273513	426.7515959710597	2632.292136185557	359	0.0
360	1253.2847972444026	428.0983247220918	2472.383541654795	360	0.0
361	1252.985475896168	429.52194066749075	2574.3646182279094	361	0.0
362	1252.7734997744021	430.4275830952023	2415.163387553598	362	0.0
363	1252.0311989100817	431.0623978201635	2746.487526176555	363	0.0
364	1251.5708242159008	432.16557257476296	2851.5548264155404	364	0.0
365	1252.053306551298	433.1070766378245	2466.642452480228	365	0.0
366	1252.1215292920483	433.3972961186219	2649.4806670690577	366	0.0
367	1252.309513621452	434.75880758807585	2742.5808931766005	367	0.0
368	1251.7405809605982	435.4771354616048	2797.0042125544196	368	0.0
369	1251.530907558303	436.41584714807533	2898.0013062247663	369	0.0
370	1251.3175375805297	437.62992125984255	2829.4699832548854	370	0.0
371	1251.1968019680196	437.8540897908979	2904.2037508502067	371	0.0
372	1251.1141713370696	437.8251401120897	2847.449453236976	372	0.0
373	1251.448187697398	439.47240186494207	2919.9710672522097	373	0.0
374	1251.4273238602723	440.8133510953227	2871.157898664933	374	0.0
375	1251.4270637559637	440.6385716351019	2843.0768117004045	375	0.0
376	1251.5942873383544	441.5712661645588	2772.382338418303	376	0.0
377	1250.8627502983688	442.2233125580162	2826.009794619674	377	0.0
378	1250.893388666285	443.1432455638237	2842.720531452964	378	0.0
379	1250.5676842429848	443.8169904409497	2635.3394940789094	379	0.0
380	1250.6592076910326	443.9517652909	2554.7374088632882	380	0.0
381	1250.786985172982	444.9332784184514	2534.920040065971	381	0.0
382	1250.8276045357902	445.83858965272856	2347.525802305478	382	0.0
383	1251.0385630498533	446.7302052785924	2596.409873995405	383	0.0
384	1251.3721208495363	446.7279389769668	2668.1143049211287	384	0.0
385	1251.3116900832083	446.9710817078161	2949.7068232821243	385	0.0
386	1251.6086504161713	448.46848989298456	2635.3359278802795	386	0.0
387	1251.1534054742203	449.02021005728835	2560.5273694108773	387	0.0
388	1252.235285307773	449.8449902650891	2466.8499692364567	388	0.0
389	1252.4043887147336	450.6666666666667	2448.457335389954	389	0.0
390	1252.5858158173296	451.1070618478754	2593.4005249559145	390	0.0
391	1252.6819852941176	451.8082107843137	2538.041153828076	391	0.0
392	1253.0838276615673	452.63502965969406	2365.4028719625667	392	0.0
393	1253.0662325285896	453.58179796696317	2399.4121054690345	393	0.0
394	1252.6915873503224	453.47221369358306	2612.9980469968305	394	0.0
395	1252.420072202166	453.9412274368231	2668.855861348396	395	0.0
396	1253.466012196936	455.17224453369033	2677.654663754674	396	0.0
397	1253.8247518199867	454.9433487756453	2597.38566504295	397	0.0
398	1253.2925561797754	455.93342696629213	2547.8363276826503	398	0.0
399	1253.778209576683	457.2306731436502	2922.1258100928653	399	0.0
400	1253.7927588703838	457.9845039826213	2784.7484489423723	400	0.0
401	1254.1412437455326	458.23888491779843	2749.4787432809776	401	0.0
402	1254.477673147023	458.67664034021874	2628.7586055910715	402	0.0
403	1255.0223318262777	458.7642142759282	2738.0648090490113	403	0.0
404	1255.8613636363636	459.0263368983957	2847.1401549703787	404	0.0
405	1256.0387819592072	459.79201378914104	2556.598429965477	405	0.0
406	1256.0671445289643	460.7305441778818	2579.3124442386074	406	0.0
407	1256.1611980734497	462.19852498494885	2566.3264075059824	407	0.0
408	1255.5716198125838	463.5513907481779	2610.8388030570945	408	0.0
409	1254.993312009305	464.1984588543181	2691.154191056306	409	0.0
410	1254.1947880587168	465.1654296552862	2308.54345233223	410	0.0
411	1254.2157295736367	466.2682181076949	2293.565301066299	411	0.0
412	1254.284236453202	467.3302134646962	2525.6399262236177	412	0.0
413	1254.5000786782061	467.5103068450039	2575.079255965391	413	0.0
414	1254.5262005546635	468.5676543570282	2797.1714233926855	414	0.0
415	1254.8363721365124	469.83606046439144	2735.9753388206173	415	0.0
416	1255.0802655401328	471.1499698249849	2710.5662666138614	416	0.0
417	1255.0749326951839	472.58809452587496	2672.993228208379	417	0.0
418	1255.1442409565611	473.06387165127893	2578.5758854222627	418	0.0
419	1255.1646128099803	473.84771033013845	2603.1655913916798	419	0.0
