frame	Unnamed: 0	x	y	mass	frame	particle
70	71	1308.6046655337555	401.144600648849	3031.7576246427675	70	1.0
71	72	1308.8597812301841	401.374365884591	3011.364659340907	71	1.0
72	73	1308.1498310446473	401.4847221223668	3114.169090238518	72	1.0
73	74	1309.1597104574155	401.92045279531806	3083.6945751040794	73	1.0
74	75	1309.1040044110553	402.29926252670754	3297.2847763434643	74	1.0
75	76	1309.076261008807	402.5982119028556	3300.319281319705	75	1.0
76	77	1309.136261644115	402.80458285170334	3049.183255150812	76	1.0
77	78	1309.1368078175897	403.7385494914578	2743.501910058173	77	1.0
78	79	1308.8760659054774	405.8819193525076	2822.003809285571	78	1.0
79	80	1309.3136174900433	406.18396746038485	2646.501029189107	79	1.0
80	81	1309.9025885558585	406.9071525885559	2865.6049191899506	80	1.0
81	82	1310.3061583577712	406.0692815249267	2821.798660436656	81	1.0
82	83	1311.7087726697596	406.2405454801069	2627.473112715577	82	1.0
83	84	1310.9925299783765	406.10811873402787	2731.0499346933107	83	1.0
84	85	1311.4281460897182	405.9503109699616	2522.8976457188933	84	1.0
85	86	1311.272965879265	406.25209348831396	2654.775549533573	85	1.0
86	87	1312.6114062063182	406.41389432485323	2731.6656564756304	86	1.0
87	88	1313.0478476076196	407.74193790310477	2846.369980404844	87	1.0
88	89	1312.5974518645767	408.6071147376709	2947.4623622591334	88	1.0
89	90	1312.0143911439113	409.4590405904059	2677.1171974470262	89	1.0
90	91	1311.4762632881898	409.7616135139071	2856.5119554512157	90	1.0
91	92	1311.311165201005	409.97298994974886	2612.183489396791	91	1.0
92	93	1310.9461898856275	410.9838087363925	2821.3395858839085	92	1.0
93	94	1311.3565005896226	411.1485112028302	2569.2931590686794	93	1.0
94	95	1312.0071574642127	411.9641396435875	2521.946535867892	94	1.0
95	96	1311.7850620463591	412.9951611644424	2447.113759164199	95	1.0
96	97	1312.0265447574104	413.11311016074325	2755.611827040216	96	1.0
97	98	1312.027680608365	413.4680608365018	2917.910838112526	97	1.0
98	99	1311.8700111898545	413.92185751585225	2646.683810454419	98	1.0
99	100	1312.1492065771522	414.67839448553167	2303.748342666023	99	1.0
100	101	1312.0058828143385	415.0759275237273	2379.83021006276	100	1.0
101	102	1311.894073235183	415.15809739524354	2215.567582065146	101	1.0
102	103	1311.8223103136518	415.25356422560685	2301.9737440654285	102	1.0
103	104	1312.213587487781	415.81385281385286	2395.7774683939765	103	1.0
104	105	1312.1258563990136	415.9945875582352	2325.4570440765074	104	1.0
105	106	1312.4798135774047	415.4570161154472	3164.8982570096123	105	1.0
106	107	1312.0259085376456	415.93832956587266	2912.1705380516155	106	1.0
107	108	1312.014369693011	417.13823407161095	2878.863389594799	107	1.0
108	109	1312.4889275939288	417.6385294849465	2859.604787563007	108	1.0
109	110	1312.4520721736678	418.26021990414426	2523.766654762641	109	1.0
110	111	1311.995147621651	418.38907873154733	2710.8642646350154	110	1.0
111	112	1311.710052989029	419.2276289275319	2370.973452373637	111	1.0
112	113	1311.5158980423073	419.99618972539747	2660.0698782472823	112	1.0
113	114	1311.9897247477893	419.22848424461336	2551.783735545611	113	1.0
114	115	1311.4108371559632	419.328125	2389.215434754836	114	1.0
115	116	1312.2510330578511	420.76017164653535	2459.1680310180523	115	1.0
116	117	1312.6937046928654	421.3478824876002	2559.909760207353	116	1.0
117	118	1312.686973648465	422.191659875034	2612.484213005685	117	1.0
118	119	1312.1372592924315	422.9460367218988	2377.211592356029	118	1.0
119	120	1311.9687520514674	424.14875599028426	2702.796252154008	119	1.0
120	121	1311.9196489369754	425.38881743209504	2613.807439203716	120	1.0
121	122	1311.3141415640305	425.91979522184306	2417.2518155820217	121	1.0
122	123	1311.4556313993173	427.57908899973745	2504.983326779788	122	1.0
123	124	1311.3279272727273	428.7534545454545	2652.48862450459	123	1.0
124	125	1312.1575023299158	428.9500322603771	2415.9200949138817	124	1.0
125	126	1312.3393636930755	430.59762944479104	2444.627403730415	125	1.0
126	127	1312.602212527267	431.3528357743845	2275.0386296686293	126	1.0
127	128	1311.8036601129331	433.3411116402477	2477.610914606611	127	1.0
128	129	1312.1365108745952	433.29007734514437	2477.265435624004	128	1.0
129	130	1311.9784566361873	434.1404128567471	2676.63450903482	129	1.0
130	131	1312.2893170869936	434.3232502125248	2539.938337121301	130	1.0
131	132	1312.7123726761165	434.3124154142033	2532.6323203985353	131	1.0
132	133	1312.548306357417	434.18621725346236	2306.822277362371	132	1.0
133	134	1312.9839053428384	435.8188432424488	2956.772429025556	133	1.0
134	135	1313.407997524944	436.9378142161033	3037.6977256146142	134	1.0
135	136	1313.2092267203345	437.49384627293136	2789.817554380226	135	1.0
136	137	1313.1983601387574	438.006307158625	2822.9697747992896	136	1.0
137	138	1312.9010896190555	438.075090801588	2839.597891280017	137	1.0
138	139	1312.9308880964509	438.1424690100186	2809.6183603167333	138	1.0
139	140	1313.4134409878889	439.08604448666193	2949.7005060010943	139	1.0
140	141	1313.268093518996	439.42539109506623	2783.552881821497	140	1.0
141	142	1312.9712380158396	440.2606919549812	2617.539370458432	141	1.0
142	143	1313.214162619458	440.90874197086015	2850.43672577147	142	1.0
143	144	1313.2667625245952	441.01823823217796	3073.0957245142417	143	1.0
144	145	1313.8755977171065	440.9523368810736	3019.126498291169	144	1.0
145	146	1314.1323493435539	441.1919595531273	2900.7227675757454	145	1.0
146	147	1313.518400413686	441.9277772989744	2876.5061228330233	146	1.0
147	148	1314.3610003624499	442.1992026096412	2938.417822959214	147	1.0
148	149	1314.1565854366115	442.3799680881926	2633.106588562515	148	1.0
149	150	1313.241847081392	442.8386544258701	2672.5502671791896	149	1.0
150	151	1313.3414880201765	444.21771752837327	2836.8961962477915	150	1.0
151	152	1313.196638457922	444.80577103902215	2864.995857722861	151	1.0
152	153	1314.0341161429244	445.6642217885741	2953.404383235413	152	1.0
153	154	1313.0220111896351	446.63000588928145	3027.552835665696	153	1.0
154	155	1312.9984094162558	446.9386829966598	2797.6589360294092	154	1.0
155	156	1313.4889069064645	447.4818309132454	3204.464050047693	155	1.0
156	157	1313.2395923848644	448.17521131211	3140.2287533231065	156	1.0
157	158	1313.3365149992826	448.77472369743083	3017.7280848244536	157	1.0
158	159	1312.9899582203327	448.95638789122637	2789.403796179003	158	1.0
159	160	1313.2597042513862	449.6304822718871	2797.479396735208	159	1.0
160	161	1313.3408464994927	450.48651978547616	2857.1468541965087	160	1.0
161	162	1313.3941645383486	450.50839718288057	2981.958120829777	161	1.0
162	163	1312.5358758888174	451.788838612368	3198.2976678878413	162	1.0
163	164	1312.1834777667282	453.0493678079272	3147.114458022327	163	1.0
164	165	1312.3556214402747	453.1259265038621	2799.5631314074653	164	1.0
165	166	1313.0059756377843	455.01279399371793	2996.285427773301	165	1.0
166	167	1312.5565178438108	454.74966402866966	2778.5635415863426	166	1.0
167	168	1312.152580295922	454.6981595092025	3124.0858724271284	167	1.0
168	169	1312.2544358888515	455.7911617007031	2738.142053888037	168	1.0
169	170	1313.009087317266	455.82918477545115	3288.7575135607594	169	1.0
170	171	1312.5405730456316	455.9610187477891	3235.748591968843	170	1.0
171	172	1312.2253541697094	456.29954724696955	3229.0591060776324	171	1.0
172	173	1311.9095383697518	457.1409501081363	2754.0408681076897	172	1.0
173	174	1311.7616678105694	458.12045298558684	2751.0241093519844	173	1.0
174	175	1311.5858411658187	458.8556523238769	2543.5605886611984	174	1.0
175	176	1311.7474432310626	458.95779164499913	2627.24845115037	175	1.0
176	177	1311.0295857988165	458.912215287347	2544.867252574793	176	1.0
177	178	1311.1062782440285	458.22869593285986	2692.607387237817	177	1.0
178	179	1311.5915871639204	456.4755420641804	2581.912037059618	178	1.0
179	180	1312.061883483686	456.3265323328556	2720.948762121915	179	1.0
180	181	1311.9225977908811	455.05556016942114	3039.478232750991	180	1.0
181	182	1311.9436236070987	454.4915394139497	2827.1712353678367	181	1.0
182	183	1312.3197773972604	454.94726027397263	2911.660415778192	182	1.0
183	184	1311.8923410404625	453.56705202312133	3139.5895910558825	183	1.0
184	185	1313.0083634901487	452.4896662645758	2919.29457020806	184	1.0
185	186	1312.1735664904436	452.3043513623424	2809.042906993948	185	1.0
186	187	1311.4163149412939	451.1665259765176	2452.102659064273	186	1.0
187	188	1312.0687388410972	450.7775523453985	2456.435216367092	187	1.0
188	189	1312.9342693544593	449.9585065495333	2614.5142307701203	188	1.0
189	190	1312.8606356968214	449.8970228678268	2909.4580388736767	189	1.0
190	191	1312.0575271149676	449.8425162689805	2473.1745064384118	190	1.0
191	192	1311.7434036018428	449.0105402764205	2750.6814843547936	191	1.0
192	193	1311.9293335521995	448.37836506894286	2687.3308430309053	192	1.0
193	194	1312.404693859877	447.4454836754135	2655.59180166918	193	1.0
194	195	1312.9902187444425	445.83380757602697	2645.193736358597	194	1.0
195	196	1312.8271443334481	444.8165346193593	3147.956680604563	195	1.0
196	197	1312.9895122122898	444.28556345463517	2932.5540984214604	196	1.0
197	198	1313.0851650293307	443.37606898014	2885.4025924431025	197	1.0
198	199	1312.9231626610938	443.2369209334727	2697.4950478709993	198	1.0
199	200	1313.2576663600125	441.7302974547685	2788.1141231446995	199	1.0
200	201	1313.5036564493546	441.22950054457766	2877.0894191159755	200	1.0
201	202	1313.2272761962906	440.00030527360144	2832.1911771770237	201	1.0
202	203	1312.9995544466224	439.65638923543037	2453.329006453566	202	1.0
203	204	1313.317926796687	439.34660254697656	2955.1618480435714	203	1.0
204	205	1313.1942063492065	438.5239682539682	2904.956480806831	204	1.0
205	206	1312.4972067039107	437.29058260175583	3015.6245031056324	205	1.0
206	207	1312.795286248905	436.0602754996417	2932.3620857366986	206	1.0
207	208	1313.554353016075	436.165287283145	2962.3470510997404	207	1.0
208	209	1312.9530838935984	435.46294942999117	2687.169948265733	208	1.0
209	210	1312.9440934065933	434.1885989010989	2887.9656049575206	209	1.0
210	211	1312.7685768004578	433.86650862421317	2737.929795779747	210	1.0
211	212	1311.7397031981586	433.26410602333146	2558.504375001193	211	1.0
212	213	1311.8451795559527	432.2325286842497	2636.200929118037	212	1.0
213	214	1312.7343362406978	431.85668560454513	2736.959411629241	213	1.0
214	215	1312.449305080884	430.3898382319435	2602.13848608325	214	1.0
215	216	1312.7396140006542	429.5122669283612	2491.8729434600477	215	1.0
216	217	1312.7104484238564	428.93917418972916	2925.405125500121	216	1.0
217	218	1312.843260681407	428.10047997482104	2600.788510009937	217	1.0
218	219	1312.0153013182671	427.23124607658514	2789.090832770577	218	1.0
219	220	1311.4611741712395	426.96775163496966	2774.4018515120038	219	1.0
220	221	1311.8355355429244	426.43515169410205	2583.39585857271	220	1.0
221	222	1311.813530910554	425.9057261633365	2666.5877793637314	221	1.0
222	223	1311.133547721619	425.0820338571689	2794.495656951873	222	1.0
223	224	1311.2055724654647	424.0975181456332	2784.096205314469	223	1.0
224	225	1311.0174206796053	423.516791415513	2860.327684404945	224	1.0
225	226	1310.7473376097653	423.02061406240273	2877.883421817781	225	1.0
226	227	1310.7149689440994	421.5334161490683	2752.131601040241	226	1.0
227	228	1311.4811075322102	420.88447720515364	3092.4037498184075	227	1.0
228	229	1310.7549346163335	420.00487293362943	3047.220924043237	228	1.0
229	230	1309.6130315302285	419.419366502748	2863.1991030713507	229	1.0
230	231	1310.066184527723	418.7661626123165	2719.47403983516	230	1.0
231	232	1309.8504129445473	418.08402157424575	2634.25282581689	231	1.0
232	233	1310.2886117907033	417.8764107016021	2382.522462278359	232	1.0
233	234	1311.2498052269991	417.48360365464976	2916.7825443150605	233	1.0
234	235	1311.0854619763538	416.9396438476135	2715.3675084029396	234	1.0
235	236	1310.4811197916667	415.4126157407408	2498.284317329376	235	1.0
236	237	1311.5453125	413.9324869791666	2592.082983625256	236	1.0
237	238	1310.9484748557295	413.34219565814783	2513.4707141584004	237	1.0
238	239	1311.0363976983808	412.4116820553994	2522.2182469572313	238	1.0
239	240	1310.3049201553733	412.228672133506	2512.388079244706	239	1.0
240	241	1311.227841974711	411.4118216468026	2915.8328825040508	240	1.0
241	242	1311.4021967258986	410.1054288512663	2779.600326524718	241	1.0
242	243	1310.2513676532476	409.9074203955674	2874.5652870442204	242	1.0
243	244	1310.2679895333624	409.7904491931967	2924.8440314170684	243	1.0
244	245	1310.9461439954468	408.66135458167327	2730.0626416813543	244	1.0
245	246	1311.2630066638135	408.61949012655134	2720.51509155573	245	1.0
246	247	1311.9289823693166	407.56152180637184	2895.047124531547	246	1.0
247	248	1311.5710020390331	407.38013399359164	2446.319587841769	247	1.0
248	249	1312.4217352720325	406.4986688511161	2459.965725308822	248	1.0
249	250	1312.3594761836234	406.2620520938265	2353.42604830268	249	1.0
250	251	1312.299448275862	405.4912413793104	2655.721293482373	250	1.0
251	252	1312.0332480818415	405.03964194373395	2641.2165128316383	251	1.0
252	253	1312.92415603901	404.9459864966241	2248.471597074204	252	1.0
253	254	1313.1397298901754	404.4329177797566	2273.4078020604456	253	1.0
254	255	1313.2820721453754	403.35475996745316	2471.8631078667345	254	1.0
255	256	1312.9982736620884	402.5498761540194	2333.169850142843	255	1.0
256	257	1312.7026745675846	402.14782190903264	2133.363370718066	256	1.0
257	258	1312.8977612484505	401.0805804710858	2268.819062987828	257	1.0
258	259	1313.0770267668015	400.1050131587393	2729.748444878693	258	1.0
259	260	1313.9596768897356	399.0876075392395	2343.591544853301	259	1.0
260	261	1313.2180088694647	397.98541037341727	2353.114497925062	260	1.0
261	262	1312.9334671637512	397.41439632922277	2558.0287335553203	261	1.0
262	263	1312.3113127902068	396.8147600956803	2338.030155264264	262	1.0
263	264	1312.1620005257626	395.26662723449	2654.613212780983	263	1.0
264	265	1312.2028835126428	394.22571132106384	3044.4316486879225	264	1.0
265	266	1313.0854556698712	393.47950750548165	2799.7270196215904	265	1.0
266	267	1312.9290822055434	393.06666272678916	2671.682679045596	266	1.0
267	268	1312.9937682818265	391.44620373903086	2516.497735661837	267	1.0
268	269	1312.6862436196354	390.77881403995207	2543.111098733092	268	1.0
269	270	1311.7364967494987	390.0573546387994	2445.1419176205104	269	1.0
270	271	1311.572825024438	389.2377461248429	2600.255185916308	270	1.0
271	272	1310.1979095140002	389.05020218204015	2346.270064872437	271	1.0
272	273	1310.780291411043	388.0335122699387	2441.100883532934	272	1.0
273	274	1311.115792490685	387.20858412152484	2538.196286829755	273	1.0
274	275	1310.4641596316196	387.02179585571764	2514.3557411271904	274	1.0
275	276	1310.9923821728605	386.4984337177845	2397.150226121163	275	1.0
276	277	1311.0697727272727	386.0732575757576	2269.36931839831	276	1.0
277	278	1310.9739743231928	385.3184482277422	2445.954943804654	277	1.0
278	279	1310.962356792144	384.6849427168576	2470.346474583581	278	1.0
279	280	1311.3347673909873	383.5132711098148	2368.7318074549066	279	1.0
280	281	1310.3751602239765	382.05025973149833	2494.1557523973033	280	1.0
281	282	1310.973404255319	381.3098564470649	2742.2378197430185	281	1.0
282	283	1311.469873219187	380.14586328584505	2802.133412606391	282	1.0
283	284	1311.796784103536	379.66036995882087	2932.2472323606435	283	1.0
284	285	1310.9727667320078	378.896317558107	2720.0581878012467	284	1.0
285	286	1311.5272668602775	378.9530171022911	2853.977735683122	285	1.0
286	287	1311.7216051364367	377.9619261637239	2541.5951469477372	286	1.0
287	288	1312.4116173270916	378.0960638227732	2663.0602541741823	287	1.0
288	289	1312.1893326257132	377.39054000265367	2535.498806810101	288	1.0
289	290	1312.9081779053085	377.0063429736464	2466.253076677831	289	1.0
290	291	1313.4807720751367	376.7473006951634	2471.7134951079706	290	1.0
291	292	1313.733785091965	376.1191997418522	2644.1555177043906	291	1.0
292	293	1313.6561767422036	375.6421112452937	2559.78300153313	292	1.0
293	294	1313.1857859896706	374.5574307121554	2667.719648882527	293	1.0
294	295	1313.0037037037034	373.25325670498086	2921.510897524429	294	1.0
295	296	1312.9952555239254	371.982648773214	2667.580848523269	295	1.0
296	297	1312.9995007800312	371.8825585023401	2693.292380000207	296	1.0
297	298	1313.283692722372	371.3307277628032	2491.4767748678346	297	1.0
298	299	1314.0218323836352	370.3626352519368	2532.424403543896	298	1.0
299	300	1314.029359430605	369.4307532621589	2426.5676109785213	299	1.0
300	301	1314.823137378183	367.8502357749135	2598.832045879573	300	1.0
301	302	1314.6331571994715	366.1566710700132	2442.9485043425057	301	1.0
302	303	1314.6369107321966	365.29216220088836	2434.5203457929283	302	1.0
303	304	1314.2764351499204	365.8058306211482	2664.4610098990397	303	1.0
304	305	1314.9728011534933	364.1204613972998	3007.6471638350267	304	1.0
305	306	1315.187403685092	363.3894137353434	2728.8450317459287	305	1.0
306	307	1315.5302974434612	362.87112831858406	2666.025866322668	306	1.0
307	308	1315.9937587145607	362.83274682955977	2632.179268385837	307	1.0
308	309	1315.1164531897778	361.7256976672236	2663.55811480308	308	1.0
309	310	1315.082826588383	361.045711889285	2446.9224109644792	309	1.0
310	311	1314.572630432151	360.087035467861	2651.8857280118523	310	1.0
311	312	1314.5857678824036	359.63484839166	2609.667586727572	311	1.0
312	313	1314.9661532359355	359.1092748066372	2549.5959521599602	312	1.0
313	314	1315.1424958833215	358.8645612796989	2977.411901529152	313	1.0
314	315	1314.9033253823488	357.80833450259576	2583.297379497461	314	1.0
315	316	1315.9059808468346	356.74034812985605	2770.379431903781	315	1.0
316	317	1315.7397300816858	356.81780513791875	2818.9357418889645	316	1.0
317	318	1316.4066529727265	356.08969530982534	2755.988001275598	317	1.0
318	319	1316.7274646648289	355.20685003812093	2565.544185149681	318	1.0
319	320	1315.7816845812838	354.0190077123945	2477.745110309065	319	1.0
320	321	1315.8442014837954	353.4886762983209	2311.82166615951	320	1.0
321	322	1315.4525821596244	354.1903599374022	2435.410640585633	321	1.0
322	323	1315.4854349692846	353.3579496664245	2438.644402042856	322	1.0
323	324	1314.4064422040453	352.4702301692981	2398.15169348176	323	1.0
324	325	1314.992225049477	352.0824144755442	2295.2528370794635	324	1.0
325	326	1314.230007390983	350.2446415373245	2308.7551225738976	325	1.0
326	327	1314.817987594762	348.48001378359754	2674.4006039908136	326	1.0
327	328	1314.8309329181266	347.95484624367464	2822.377391193863	327	1.0
328	329	1315.280435085762	347.20011156045183	2620.965035278281	328	1.0
329	330	1315.6784716453974	346.7528505625613	2516.94760176652	329	1.0
330	331	1316.7357496902107	345.4951208178439	2155.081275653834	330	1.0
331	332	1317.5575022461815	345.0959119496856	2371.8414638317804	331	1.0
332	333	1317.6940951879405	344.3326969916398	2611.43000741405	332	1.0
333	334	1317.0355815554026	343.96827253957326	2605.129041714135	333	1.0
334	335	1317.1215146718616	343.05107755996585	2588.371811817612	334	1.0
335	336	1316.8357438674734	342.91927365402995	2508.729173112849	335	1.0
336	337	1317.5380428351675	342.179682877766	2623.1463866148315	336	1.0
337	338	1317.5063087580404	341.46270410687777	2736.122206033335	337	1.0
338	339	1317.176747469993	341.06301482701815	2689.120774812345	338	1.0
339	340	1317.4307333375368	339.9896588687812	2614.736010667729	339	1.0
340	341	1318.219827262486	338.30567029665787	2473.232598961931	340	1.0
341	342	1317.5525177025963	338.17820613690014	2514.6579182822884	341	1.0
342	343	1317.4890265248418	337.5799111350478	2510.205712860371	342	1.0
343	344	1318.227518390632	337.19539108242003	2303.5532871806904	343	1.0
344	345	1318.9678902229846	337.2345111492281	2520.213868837905	344	1.0
345	346	1320.1486233960386	336.849321041485	2663.3062921023434	345	1.0
346	347	1321.5776448883514	335.356002290222	2250.5949573518383	346	1.0
347	348	1321.5423896264278	335.3282494597098	2462.721408501129	347	1.0
348	349	1320.9001173465865	334.39656243528685	2202.8141669105285	348	1.0
349	350	1321.1390448414145	333.24848705796575	2085.68053834602	349	1.0
350	351	1321.0575026551355	332.33553330298895	2357.2560529349325	350	1.0
351	352	1321.6197806985695	331.76080168469974	2395.019053683865	351	1.0
352	353	1320.9470002119992	330.6730973076108	2287.155365966411	352	1.0
353	354	1320.1989288446825	329.53534812547815	2177.0307546214813	353	1.0
354	355	1319.8117372823253	328.4579733991498	2214.9691193337267	354	1.0
355	356	1320.1287845408197	327.95940076792346	2412.5335526432823	355	1.0
356	357	1319.3699071587512	327.54108800736594	2171.0866201714775	356	1.0
357	358	1320.2385352498288	326.37227926078026	2218.6136592256785	357	1.0
358	359	1320.4749571635691	325.7423882957691	2304.234321860117	358	1.0
359	360	1321.6088571765538	324.99964618469164	2575.0416605794508	359	1.0
360	361	1321.2360275150472	324.4352249928346	2434.622584120736	360	1.0
361	362	1321.5751336512064	324.0740499927756	2371.8607455909187	361	1.0
362	363	1321.5279353374926	324.6418037436188	2331.304120823494	362	1.0
363	364	1320.5841059602647	323.5398822663724	2363.4980970920165	363	1.0
364	365	1319.8848068799036	322.92682558841284	2191.131589842428	364	1.0
365	366	1320.5280320366132	322.4536613272312	2161.015069195716	365	1.0
366	367	1321.4717056111906	321.68733110793204	2171.730339350343	366	1.0
367	368	1321.6410576039889	320.62806718278443	2602.466652685037	367	1.0
368	369	1321.4567043372024	319.90615455100794	2296.1460346570097	368	1.0
369	370	1321.7634328911288	318.2686578225746	2303.835185795794	369	1.0
370	371	1321.9383570675107	317.03026107594934	2672.349236403537	370	1.0
371	372	1322.667174056916	316.98762409000665	2579.926637313316	371	1.0
372	373	1322.7248457111157	315.51841065113376	2480.190401128309	372	1.0
373	374	1321.874150957796	315.07708158437	2381.668278538218	373	1.0
374	375	1321.4956243162994	314.46741678387247	2298.815300768287	374	1.0
375	376	1322.3636429608127	314.0801161103048	2141.0828506914268	375	1.0
376	377	1322.437823834197	313.3748380829016	2081.514990693056	376	1.0
377	378	1322.0124005615348	313.1999688036188	2056.856589014719	377	1.0
378	379	1322.489607575636	312.18778589198297	2036.47918875664	378	1.0
379	380	1322.9600537092986	312.01468613628737	2130.87462178557	379	1.0
380	381	1322.5812280408231	310.48929228710057	2058.994055654417	380	1.0
381	382	1322.7372597425501	310.57749955916063	1958.8317622780419	381	1.0
382	383	1323.896548117155	310.3964435146444	2082.9479077518467	382	1.0
383	384	1324.5937877480587	309.9445211389129	2064.463111202977	383	1.0
384	385	1323.772712883824	309.22230136119026	2093.950163516178	384	1.0
385	386	1323.7052165860687	308.5020063792571	1871.5334791558207	385	1.0
386	387	1323.7593713393205	308.1996290511519	1903.2857311151981	386	1.0
387	388	1322.8590327477768	307.99598785512904	1983.2674818511184	387	1.0
388	389	1322.5902388203235	307.04752364160925	1964.702173934372	388	1.0
389	390	1322.869206892861	305.17885047629244	1689.1845092382375	389	1.0
390	391	1323.2624979239329	304.8860654376349	1935.0700047134528	390	1.0
391	392	1322.3757641490834	304.32271741273917	2057.802304055078	391	1.0
392	393	1322.3032898172326	304.098590078329	1869.113745062063	392	1.0
393	394	1322.0758017492712	303.2165208940719	1766.1606279835073	393	1.0
394	395	1322.2672086720868	302.10375532326754	2118.3366636313813	394	1.0
395	396	1322.3175355450235	301.0776348454074	2159.827453291377	395	1.0
396	397	1321.0786802030455	301.1437182741117	2137.1275404977	396	1.0
